ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
AAH,Arana Therapeutics Limited,Annual Ratio Analysis - ROE,-16.88%,-11.04%,2.80%,0.81%,0.82%,-99.27%,-29.07%,-14.20%,-17.06%,-8.54%,3.74%,56.23%,-17.33%,-46.24%,49.80%,33.68%,5.93%,1.07%,-1.51%, , , , , , , , 
AAH,Arana Therapeutics Limited,Annual Profit and Loss - Operating Revenue,"514,000.00","912,000.00","2,242,000.00","3,061,000.00","3,045,000.00","4,118,000.00","3,684,000.00","889,000.00","1,982,000.00","2,285,000.00","3,219,000.00","28,190,000.00","3,702,000.00","2,094,000.00","44,373,000.00","5,882,000.00","5,817,000.00","8,126,000.00","7,519,000.00", , , , , , , , 
AAH,Arana Therapeutics Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-3,211,000.00","-1,846,000.00","1,066,000.00","2,045,000.00","1,613,000.00","-50,443,000.00","-5,307,000.00","-11,028,000.00","-25,077,000.00","-874,000.00","-314,000.00","30,667,000.00","-8,925,000.00","-15,771,000.00","28,341,000.00","25,711,000.00","5,093,000.00","133,414,000.00","-4,092,000.00", , , , , , , , 
AAH,Arana Therapeutics Limited,Annual Balance Sheet - Total Equity,"26,278,000.00","27,942,000.00","45,697,000.00","79,077,000.00","90,167,000.00","74,199,000.00","55,630,000.00","45,680,000.00","11,337,000.00","10,232,000.00","9,898,000.00","46,226,000.00","39,962,000.00","34,107,000.00","66,023,000.00","76,332,000.00","85,945,000.00","309,246,000.00","304,073,000.00", , , , , , , , 
AAH,Arana Therapeutics Limited,Annual Balance Sheet - Total Assets,"48,586,000.00","49,323,000.00","69,011,000.00","113,570,000.00","128,904,000.00","136,542,000.00","103,676,000.00","80,312,000.00","48,755,000.00","45,943,000.00","21,835,000.00","50,126,000.00","41,763,000.00","36,581,000.00","69,390,000.00","84,441,000.00","100,186,000.00","329,484,000.00","329,513,000.00", , , , , , , , 
ACL,Alchemia Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , ,-24.87%,-29.43%,-63.17%,-33.35%,-45.97%,-33.65%,-34.05%,-27.91%,-71.38%,-62.16%,-14.73%,-25.60%,-13.70%, 
ACL,Alchemia Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , ,0.00,0.00,0.00,"26,000.00","768,000.00","9,000.00",0.00,0.00,0.00,"6,000.00","10,165,000.00","8,135,000.00","5,583,000.00", 
ACL,Alchemia Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , ,"-6,863,596.00","-6,522,000.00","-8,853,000.00","-12,732,000.00","-12,929,000.00","-10,943,000.00","-8,367,000.00","-8,801,000.00","-13,430,000.00","-15,083,000.00","-4,770,000.00","-6,924,000.00","-15,816,000.00", 
ACL,Alchemia Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , ,"27,592,826.00","22,159,000.00","14,014,000.00","40,426,000.00","28,127,000.00","32,520,000.00","24,571,000.00","31,531,000.00","18,814,000.00","24,265,000.00","32,379,000.00","27,050,000.00","11,509,000.00", 
ACL,Alchemia Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , ,"29,746,582.00","25,575,000.00","17,778,000.00","52,299,000.00","35,067,000.00","39,680,000.00","30,606,000.00","37,230,000.00","24,325,000.00","32,371,000.00","41,486,000.00","33,996,000.00","14,632,000.00", 
