ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
AMM,Amcom Telecommunications Limited,Annual Ratio Analysis - ROE, , , , ,-0.48%,-28.99%,-8.61%,"5,343.94%",-24.93%,-61.15%,-4.44%,-12.14%,-11.75%,0.94%,2.26%,2.65%,8.35%,8.90%,9.96%,11.87%,12.21%,13.18%,15.05%,17.20%,13.80%, , 
AMM,Amcom Telecommunications Limited,Annual Profit and Loss - Operating Revenue, , , , ,"1,530,000.00","4,683,000.00","5,262,538.00","7,883,195.00","455,650.00",0.00,"1,066,263.00","11,733,487.00","11,364,785.00","11,147,825.00","20,142,000.00","47,434,000.00","31,243,000.00","36,546,000.00","45,070,000.00","55,175,000.00","62,221,000.00","89,124,000.00","139,527,000.00","157,459,000.00","170,105,000.00", , 
AMM,Amcom Telecommunications Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , ,"-398,000.00","-3,911,000.00","-2,645,331.00","-4,301,933.00","-201,431.00","-1,291,074.00","-2,673,247.00","-5,213,000.00","-1,594,508.00","-12,426,299.00","1,255,000.00","1,500,000.00","4,796,000.00","7,947,000.00","10,143,000.00","12,118,000.00","17,252,000.00","25,853,000.00","28,358,000.00","20,750,000.00","22,389,000.00", , 
AMM,Amcom Telecommunications Limited,Annual Balance Sheet - Total Equity, , , , ,"4,577,000.00","6,862,000.00","4,216,104.00","-65,429.00","2,233,139.00","2,111,247.00","36,969,878.00","43,187,784.00","52,012,832.00","40,559,329.00","55,557,000.00","56,667,000.00","57,416,000.00","89,310,000.00","101,844,000.00","109,540,000.00","148,633,000.00","163,882,000.00","111,837,000.00","120,646,000.00","167,764,000.00", , 
AMM,Amcom Telecommunications Limited,Annual Balance Sheet - Total Assets, , , , ,"6,331,000.00","8,050,000.00","6,409,944.00","2,648,936.00","2,249,419.00","2,471,976.00","40,829,097.00","76,013,734.00","61,403,574.00","48,724,276.00","68,301,000.00","67,802,000.00","94,216,000.00","113,063,000.00","141,252,000.00","158,517,000.00","207,593,000.00","210,966,000.00","188,172,000.00","205,957,000.00","248,511,000.00", , 
AYS,Amaysim Australia Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , , , ,0.00%, , 
AYS,Amaysim Australia Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , , , ,--, , 
AYS,Amaysim Australia Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , , , ,0.00, , 
AYS,Amaysim Australia Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , , , , ,"-6,800,000.00", , 
AYS,Amaysim Australia Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , , , , ,"38,200,000.00", , 
BBB,B Digital Limited,Annual Ratio Analysis - ROE, , , , , , , , , ,-4.79%,-53.22%,-289.64%,-1.94%,18.26%,13.03%,10.49%,11.68%, , , , , , , , , , 
BBB,B Digital Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , ,"2,268,845.00","53,283,502.00","129,493,000.00","161,344,000.00","181,858,000.00","280,624,000.00","329,164,000.00","358,812,000.00", , , , , , , , , , 
BBB,B Digital Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , ,"-3,046,452.00","-25,744,906.00","-35,685,000.00","3,491,000.00","4,191,000.00","11,586,000.00","17,930,000.00","-67,651,000.00", , , , , , , , , , 
