ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1AL,OneAll International Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , , , , , , ,"21,974,000.00", 
1AL,OneAll International Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , , , , , ,"42,772,000.00", 
1AL,OneAll International Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , , , , , , ,--, 
1AL,OneAll International Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , , , , , , ,0.00, 
1AL,OneAll International Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , , , , , ,0.00%, 
AKP,Audio Pixel Holdings Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"3,100,025.00","3,170,045.00","3,235,219.00","3,286,554.00","3,376,349.00","3,223,414.00","8,564,956.00","6,247,538.00","9,286,071.00","7,706,338.00","4,170,842.00","719,979.00", 
AKP,Audio Pixel Holdings Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , ,"4,000,025.00","4,083,673.00","4,155,832.00","4,215,855.00","4,316,063.00","4,183,426.00","9,991,596.00","6,797,290.00","9,852,623.00","8,794,195.00","4,942,535.00","4,618,072.00", 
AKP,Audio Pixel Holdings Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , ,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
AKP,Audio Pixel Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"-29,980.00","56,780.00","50,755.00","90,375.00","-247,015.00","-530,606.00","-2,930,697.00","-2,622,099.00","-2,147,576.00","-2,796,787.00","-1,840,940.00", 
AKP,Audio Pixel Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,-0.95%,1.76%,1.54%,2.68%,-2.39%,-7.59%,-46.91%,-26.73%,-26.57%,-67.06%,-255.69%, 
APB,Arafura Pearls Holdings Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , ,"28,950,350.00","33,652,510.00","46,510,786.00","54,791,625.00","31,350,118.00", , , , , , 
APB,Arafura Pearls Holdings Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"33,413,439.00","42,844,442.00","59,689,536.00","78,103,059.00","44,160,513.00", , , , , , 
APB,Arafura Pearls Holdings Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , ,--,"1,589,435.00","1,897,293.00","857,246.00","5,252,014.00", , , , , , 
APB,Arafura Pearls Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , ,0.00,"4,543,755.00","10,960,646.00","3,126,056.00","-28,210,367.00", , , , , , 
APB,Arafura Pearls Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , ,0.00%,13.50%,23.57%,5.71%,-89.98%, , , , , , 
ATP,Atlas Pearls and Perfumes Ltd,Annual Balance Sheet - Total Equity,"2,592,000.00","2,118,000.00","1,822,000.00","4,145,000.00","6,061,000.00","7,788,000.00","6,876,490.00","7,813,012.00","8,195,195.00","9,553,035.00","12,025,194.00","18,176,606.00","20,935,172.00","21,301,802.00","19,831,846.00","17,633,641.00","18,198,998.00","23,375,730.00","22,171,143.00","16,678,404.00","19,307,913.00","20,283,820.00","24,216,718.00","25,796,669.00","28,809,329.00","23,974,181.00", 
ATP,Atlas Pearls and Perfumes Ltd,Annual Balance Sheet - Total Assets,"2,666,000.00","2,157,000.00","1,830,000.00","4,201,000.00","6,097,000.00","8,087,000.00","7,355,376.00","8,525,978.00","10,494,036.00","14,540,229.00","17,144,601.00","21,164,130.00","23,715,481.00","22,192,134.00","21,187,019.00","24,510,368.00","22,521,665.00","27,969,668.00","34,522,241.00","24,767,799.00","26,539,268.00","30,831,380.00","33,601,741.00","35,676,454.00","40,822,795.00","30,942,348.00", 
ATP,Atlas Pearls and Perfumes Ltd,Annual Profit and Loss - Operating Revenue,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,313,690.00","904,379.00","5,338,043.00","6,742,911.00","11,072,645.00","10,684,734.00","8,862,707.00","5,842,373.00","9,691,329.00","12,601,946.00","14,379,310.00","13,264,941.00","6,856,703.00","9,803,312.00","12,333,418.00","11,387,875.00","3,486,496.00","15,933,177.00","11,774,319.00", 
ATP,Atlas Pearls and Perfumes Ltd,Annual Profit and Loss - Reported NPAT After Abnorma,"-587,000.00","-474,000.00","-296,000.00","-119,000.00","459,000.00","-768,000.00","-976,861.00","-2,287,664.00","-1,216,257.00","1,032,593.00","2,472,000.00","4,150,770.00","3,499,017.00","1,244,733.00","-1,469,956.00","2,060,587.00","3,235,566.00","8,032,843.00","-275,994.00","-7,182,713.00","2,359,974.00","593,936.00","1,406,150.00","-2,194,645.00","1,813,922.00","-8,134,049.00", 
ATP,Atlas Pearls and Perfumes Ltd,Annual Ratio Analysis - ROE,-22.65%,-22.38%,-16.25%,-2.87%,7.57%,-1.16%,-11.30%,21.13%,-10.50%,15.40%,20.56%,22.84%,16.71%,5.84%,-7.41%,11.69%,17.78%,34.36%,2.42%,-43.07%,12.22%,2.93%,5.81%,-29.96%,6.30%,-32.02%, 
AVR,Avatar Industries Limited,Annual Balance Sheet - Total Equity,"6,383,000.00","1,864,000.00","1,828,000.00","5,871,000.00","19,968,000.00","111,753,000.00","102,925,000.00","119,521,000.00","119,435,000.00","67,577,000.00","48,879,000.00","57,595,000.00","29,449,000.00","37,422,000.00","42,333,000.00","49,491,000.00","50,954,000.00","147,768,000.00", , , , , , , , , 
AVR,Avatar Industries Limited,Annual Balance Sheet - Total Assets,"11,762,000.00","9,459,000.00","6,573,000.00","6,669,000.00","23,461,000.00","185,584,000.00","196,374,000.00","273,366,000.00","321,815,000.00","274,962,000.00","156,639,000.00","149,205,000.00","101,531,000.00","94,566,000.00","87,560,000.00","89,976,000.00","79,126,000.00","155,736,000.00", , , , , , , , , 
AVR,Avatar Industries Limited,Annual Profit and Loss - Operating Revenue,"32,200,000.00","15,206,000.00","12,674,000.00","7,587,000.00","20,189,000.00","96,741,000.00","161,600,000.00","245,646,000.00","310,080,992.00","338,564,000.00","221,621,000.00","158,641,000.00","127,143,000.00","140,525,000.00","136,936,000.00","146,602,000.00","131,898,000.00","3,000.00", , , , , , , , , 
AVR,Avatar Industries Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"1,127,000.00","-81,000.00","-211,000.00","468,000.00","2,702,000.00","31,869,000.00","12,783,000.00","13,785,000.00","-12,041,000.00","-21,237,000.00","-19,143,000.00","7,079,000.00","-21,921,000.00","-480,000.00","5,392,000.00","11,630,000.00","11,745,000.00","104,356,000.00", , , , , , , , , 
AVR,Avatar Industries Limited,Annual Ratio Analysis - ROE,16.67%,1.50%,39.17%,11.67%,12.23%,-23.07%,7.09%,7.06%,24.79%,5.15%,-0.41%,12.29%,-15.21%,-3.90%,12.74%,23.50%,12.08%,-0.04%, , , , , , , , , 
BBG,Billabong International Limited,Annual Balance Sheet - Total Equity, , , , , , , ,--,--,--,"417,100,000.00","515,246,000.00","544,985,000.00","534,588,000.00","578,542,000.00","643,873,000.00","712,123,000.00","759,683,000.00","795,103,000.00","1,176,936,000.00","1,217,579,000.00","1,196,839,000.00","1,027,265,000.00","267,071,000.00","259,036,000.00","281,584,000.00", 
BBG,Billabong International Limited,Annual Balance Sheet - Total Assets, , , , , , , ,--,--,--,"513,300,000.00","650,121,000.00","721,543,000.00","803,886,000.00","901,180,000.00","941,878,000.00","1,257,732,000.00","1,390,578,000.00","1,625,461,000.00","2,220,512,000.00","2,210,319,000.00","2,419,965,000.00","2,079,869,000.00","1,012,742,000.00","751,866,000.00","803,980,000.00", 
BBG,Billabong International Limited,Annual Profit and Loss - Operating Revenue, , , , , , , ,"4,740,000.00","64,500,000.00","112,300,000.00","226,800,000.00","384,004,000.00","493,707,000.00","623,385,000.00","675,109,000.00","845,490,000.00","1,020,155,000.00","1,223,480,000.00","1,347,867,000.00","1,670,206,000.00","1,483,030,000.00","1,683,805,000.00","1,440,098,000.00","1,341,451,000.00","1,121,195,000.00","1,051,818,000.00", 
BBG,Billabong International Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , ,0.00,0.00,0.00,0.00,"42,059,000.00","61,062,000.00","76,246,000.00","87,035,000.00","125,434,000.00","145,659,000.00","167,607,000.00","176,269,000.00","152,839,000.00","145,166,000.00","118,045,000.00","-276,681,000.00","-863,002,000.00","-239,933,000.00","2,552,000.00", 
